"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","30 - 34세","사망자수[명]","명","109","131","139","143","140","136","140","134","128","132","121","94","67","74","81","97","93","90","99",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","30 - 34세","사망률[십만명당]","십만명당","2.4","2.9","3.2","3.5","3.5","3.5","3.6","3.4","3.2","3.3","3","2.5","1.9","2.2","2.5","3.1","3","2.8","3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","35 - 39세","사망자수[명]","명","184","209","188","223","249","242","257","242","213","229","172","156","158","142","190","164","167","183","192",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","35 - 39세","사망률[십만명당]","십만명당","4.2","4.7","4.2","4.9","5.4","5.3","5.8","5.7","5.2","5.8","4.4","4","4","3.6","4.7","4.1","4.4","5.1","5.7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","40 - 44세","사망자수[명]","명","306","327","347","337","369","406","461","469","433","399","339","326","320","262","297","288","289","311","353",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","40 - 44세","사망률[십만명당]","십만명당","6.9","7.5","8.2","8.1","8.7","9.4","10.5","10.4","9.5","8.7","7.5","7.4","7.5","6.4","7.5","7.5","7.5","7.9","8.9",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","45 - 49세","사망자수[명]","명","430","423","455","521","574","690","675","696","621","602","556","528","452","548","572","588","594","586","616",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","45 - 49세","사망률[십만명당]","십만명당","11.4","10.6","10.9","12","13.1","15.8","15.7","16.5","15","14.3","12.9","12.1","10.1","12.1","12.6","13.1","13.6","13.9","15.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","50 - 54세","사망자수[명]","명","375","403","434","518","603","769","851","962","952","891","824","698","696","698","852","789","847","981","910",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","50 - 54세","사망률[십만명당]","십만명당","14.2","14.2","14.1","15.7","17.2","20.6","21.6","23.2","22.2","20.5","19.1","16.4","16.7","17","20.5","18.5","19.6","22.2","20.2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","55 - 59세","사망자수[명]","명","358","384","370","477","543","642","774","853","831","901","853","851","862","975","1076","1107","1130","1111","1230",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","55 - 59세","사망률[십만명당]","십만명당","16.7","17.1","15.9","19.9","21.8","24.8","27.8","28.1","25.6","26.1","23.2","21.9","21.1","23.1","25.2","26","26.9","27","30.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","60 - 64세","사망자수[명]","명","477","461","438","441","561","566","686","753","722","716","693","713","810","886","1104","1120","1225","1500","1587",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","60 - 64세","사망률[십만명당]","십만명당","23.6","23.1","22.2","22.5","28.1","27.1","31.3","33.2","30.8","29.5","27.5","26.3","27.3","27.9","32.7","31.1","32.2","37.5","38.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","65 - 69세","사망자수[명]","명","795","833","822","840","908","882","922","947","874","853","787","799","822","804","1021","1049","1145","1493","1546",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","65 - 69세","사망률[십만명당]","십만명당","49","49.7","47.5","45.9","47.5","46","48.4","50.2","46.6","44.4","39.2","37.9","37.6","35.5","43.5","42.9","43.4","51.8","50.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","70 - 74세","사망자수[명]","명","1260","1544","1571","1503","1789","1716","1587","1686","1683","1595","1396","1413","1288","1276","1353","1399","1470","1741","1999",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","70 - 74세","사망률[십만명당]","십만명당","116.1","132.8","125.7","113.2","127.6","116","103.2","106","99.5","90","78.2","79.5","73","72.3","74.6","73.5","73.5","83.9","93",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","75 - 79세","사망자수[명]","명","2754","3462","3347","3155","2976","2756","2628","2662","2709","2657","2644","2647","2693","2640","2923","2778","2974","3253","3386",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","75 - 79세","사망률[십만명당]","십만명당","404.1","476.1","434.6","386.2","343","297.7","262.9","246.4","234.9","217.4","204","195.5","191.2","175.2","184.4","173.3","185.6","203.6","211.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","80세이상","사망자수[명]","명","23368","23662","23430","19988","18535","16584","16383","15214","15587","15226","15068","15854","16558","16896","18653","18432","21576","26282","31826",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","80세이상","사망률[십만명당]","십만명당","3725.2","3595.7","3385.1","2726","2361.3","1964.2","1805.7","1570.5","1502.8","1364.6","1248.7","1208.3","1164.7","1103","1134.5","1041.8","1138.1","1299.3","1466.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","80 - 84세","사망자수[명]","명","7159","7278","7286","5655","5145","4411","4386","4036","4043","3846","3882","3855","4208","4345","4747","4872","5369","6410","7428",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","80 - 84세","사망률[십만명당]","십만명당","1793.6","1748.1","1680.1","1250.5","1080.1","861.9","792.5","681.6","638","567","532","485.4","486.8","468","479.7","461.3","483.3","551","595.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","85 - 89세","사망자수[명]","명","8253","8322","8092","6967","6545","5818","5582","5224","5145","4918","4762","5072","5202","5167","5871","5629","6803","8579","10323",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","85 - 89세","사망률[십만명당]","십만명당","5039.8","4789.7","4348.5","3434.8","2910.7","2396.2","2174.9","1930.9","1799.6","1608","1427.1","1389.3","1319.9","1211.8","1275","1126.7","1237.7","1422.1","1594.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","90세이상","사망자수[명]","명","7956","8062","8052","7366","6845","6355","6415","5954","6399","6462","6424","6927","7148","7384","8035","7931","9404","11293","14075",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","90세이상","사망률[십만명당]","십만명당","12353.3","11860.4","11122.5","9422.4","8173.9","7082.7","6600.9","5612.8","5440.6","4910.7","4481","4534.4","4380.6","4171.4","4142.1","3714.5","3999.2","4405.8","5114.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15세 미만","사망자수[명]","명","286","338","307","211","271","213","231","220","206","213","208","184","168","176","193","192","165","134","142",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15세 미만","사망률[십만명당]","십만명당","3","3.6","3.4","2.4","3.1","2.5","2.8","2.8","2.7","2.8","2.8","2.6","2.4","2.6","2.9","2.9","2.6","2.2","2.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15 - 64세","사망자수[명]","명","2406","2520","2551","2861","3225","3642","4056","4263","4038","4012","3679","3478","3486","3689","4309","4297","4466","4923","5134",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15 - 64세","사망률[십만명당]","십만명당","6.9","7.2","7.2","8.1","9","10.1","11.1","11.6","11","10.8","9.9","9.3","9.3","9.9","11.6","11.6","12.1","13.5","14.2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","65세 이상","사망자수[명]","명","28177","29501","29170","25486","24208","21938","21520","20509","20853","20331","19895","20713","21361","21616","23950","23658","27165","32769","38757",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","65세 이상","사망률[십만명당]","십만명당","701.8","698.3","656.9","541.2","487.5","424.5","402.4","371.2","362","337.1","315.9","316.1","315","305.9","324.1","306.5","333.9","382","430.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","연령미상","사망자수[명]","명","6","8","6","0","5","15","43","6","18","10","18","21","6","16","14","29","5","7","5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15 - 19세","사망자수[명]","명","17","15","21","23","24","23","31","18","13","19","17","11","20","14","13","10","8","19","17",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15 - 19세","사망률[십만명당]","십만명당","1",".9","1.3","1.3","1.3","1.3","1.7","1",".7","1","1",".6","1.2",".9",".9",".7",".6","1.5","1.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","20 - 24세","사망자수[명]","명","38","48","41","40","42","38","35","34","31","37","30","26","28","31","29","23","23","41","24",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","20 - 24세","사망률[십만명당]","십만명당","1.9","2.4","2.2","2.3","2.5","2.3","2.1","2","1.8","2.1","1.6","1.4","1.5","1.7","1.6","1.3","1.3","2.5","1.5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","25 - 29세","사망자수[명]","명","57","59","56","71","62","76","85","61","51","48","36","38","35","33","49","60","45","46","61",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","25 - 29세","사망률[십만명당]","십만명당","2.9","3","2.8","3.5","3","3.7","4.4","3.3","2.9","2.9","2.2","2.3","2.1","1.9","2.8","3.3","2.4","2.5","3.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","30 - 34세","사망자수[명]","명","75","97","94","104","104","84","103","96","96","108","88","66","43","56","59","75","55","57","79",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","30 - 34세","사망률[십만명당]","십만명당","3.2","4.3","4.3","4.9","5.1","4.2","5.2","4.8","4.7","5.2","4.3","3.4","2.3","3.2","3.6","4.6","3.4","3.5","4.7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","35 - 39세","사망자수[명]","명","130","162","150","170","196","195","211","180","158","173","121","112","116","112","129","123","124","127","141",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","35 - 39세","사망률[십만명당]","십만명당","5.9","7.2","6.6","7.3","8.4","8.4","9.3","8.3","7.5","8.6","6.1","5.7","5.8","5.5","6.3","6.1","6.4","6.9","8.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","40 - 44세","사망자수[명]","명","253","266","279","274","313","336","388","392","357","329","280","262","254","209","216","211","217","231","264",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","40 - 44세","사망률[십만명당]","십만명당","11.2","12","12.8","12.8","14.5","15.3","17.3","17.2","15.4","14.2","12.2","11.7","11.7","10","10.7","10.8","11.1","11.6","13",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","45 - 49세","사망자수[명]","명","347","349","372","418","458","582","571","597","536","490","472","457","378","462","469","476","468","461","467",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","45 - 49세","사망률[십만명당]","십만명당","18.1","17.3","17.6","19","20.6","26.2","26","27.7","25.3","23","21.7","20.6","16.8","20.1","20.4","20.9","21","21.5","22.6",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","50 - 54세","사망자수[명]","명","297","325","353","431","519","656","738","847","825","762","716","592","603","608","708","674","723","822","746",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","50 - 54세","사망률[십만명당]","십만명당","22.4","22.9","22.8","26","29.4","34.8","37.1","40.6","38.2","34.8","32.8","27.4","28.4","29.1","33.7","31.4","33.1","36.9","32.9",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","55 - 59세","사망자수[명]","명","290","306","306","400","456","537","654","721","707","772","716","722","747","828","895","913","944","937","1034",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","55 - 59세","사망률[십만명당]","십만명당","27.3","27.4","26.5","33.5","36.9","41.8","47.3","47.8","43.7","44.8","39","37.3","36.7","39.2","41.8","42.7","44.6","45","50.5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","60 - 64세","사망자수[명]","명","377","337","338","342","428","456","549","593","586","576","548","608","658","700","892","917","1007","1245","1302",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","60 - 64세","사망률[십만명당]","십만명당","39.6","35.7","36","36.4","44.3","44.9","51.3","53.5","51.1","48.5","44.3","45.7","45.3","44.8","53.6","51.6","53.6","63","63.5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","65 - 69세","사망자수[명]","명","553","555","560","584","670","646","676","687","635","598","591","591","624","580","749","776","865","1175","1162",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","65 - 69세","사망률[십만명당]","십만명당","77","74.1","72","70.3","76.8","73.5","77","78.4","72.2","65.9","61.7","58.5","59.5","53.3","66.4","65.9","68","84.5","77.8",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","70 - 74세","사망자수[명]","명","715","821","898","922","1159","1048","1053","1066","1076","1040","897","905","856","836","893","957","1009","1190","1378",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","70 - 74세","사망률[십만명당]","십만명당","169.5","177.8","177.2","168.4","197.7","167.3","160.2","155.2","145.8","133.5","113.6","114.3","107.7","104","107","108.3","108","122.6","136.9",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","75 - 79세","사망자수[명]","명","1213","1495","1516","1407","1443","1352","1348","1423","1454","1438","1485","1434","1503","1471","1664","1570","1762","1911","1956",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","75 - 79세","사망률[십만명당]","십만명당","515.8","598.1","571.9","494.6","469.2","403.7","363.9","347.4","326.5","299.8","287.8","262.7","261.5","236","251","232.3","258.3","277.6","279.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","80세이상","사망자수[명]","명","6308","6679","6567","5758","5466","4894","4737","4400","4479","4355","4287","4619","4788","4966","5534","5628","6784","8628","10558",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","80세이상","사망률[십만명당]","십만명당","3453","3471.4","3253.9","2702.4","2409.1","2008.3","1812.3","1578.7","1490.5","1330.2","1191.5","1159.2","1088.6","1028.8","1049.6","975","1080.6","1270.2","1424.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","80 - 84세","사망자수[명]","명","2484","2584","2604","2172","2058","1734","1666","1519","1584","1485","1569","1640","1805","1949","2181","2262","2569","3173","3720",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","80 - 84세","사망률[십만명당]","십만명당","1963.5","1962.9","1913.2","1538.6","1392.4","1096.8","977.2","830.6","797.9","683.4","655.2","612.4","603.6","594","612.3","584.8","621.5","722.2","777.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","85 - 89세","사망자수[명]","명","2247","2482","2345","2087","2033","1828","1727","1595","1537","1508","1378","1516","1513","1563","1785","1808","2302","3050","3862",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","85 - 89세","사망률[십만명당]","십만명당","5198.4","5274.9","4594","3728.2","3286.8","2739.3","2466.9","2187.6","2007.8","1851.9","1552.9","1562.5","1435","1340.5","1378.3","1252","1408.3","1655.4","1911.7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","90세이상","사망자수[명]","명","1577","1613","1618","1499","1375","1332","1344","1286","1358","1362","1340","1463","1470","1454","1568","1558","1913","2405","2976",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","90세이상","사망률[십만명당]","십만명당","12177.1","11766","11033.8","9415.5","7978.9","7059.6","6432.2","5613.6","5341.5","4753.8","4240.4","4351.3","4159.9","3829.4","3778.3","3383.8","3754.9","4320.4","4906.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15세 미만","사망자수[명]","명","161","200","178","115","144","126","139","122","121","117","111","107","104","92","104","107","101","82","83",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15세 미만","사망률[십만명당]","십만명당","3.2","4.1","3.7","2.5","3.2","2.9","3.3","3","3","3","2.9","2.9","2.9","2.6","3","3.2","3.1","2.6","2.7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15 - 64세","사망자수[명]","명","1881","1964","2010","2273","2602","2983","3365","3539","3360","3314","3024","2894","2882","3053","3459","3482","3614","3986","4135",
